,Unnamed: 0,Diameter (km),Long,Lat,tag
139,139,8.5752588639,93.8068530644,24.4107237876,standard
140,140,12.2354315743,93.5301535662,24.2746420672,?
141,141,7.69637489961,93.0334552865,24.5241252213,standard
142,142,18.4284681731,92.3134600143,25.7418153149,?
143,143,6.55374284662,90.6374188539,22.3587832543,standard
144,144,8.67181769616,90.3967731392,23.6989309413,?
145,145,7.22371025469,90.2079907251,20.0124875362,standard
146,146,11.8909026264,91.9983118611,22.3401124661,standard
147,147,5.14936198793,91.4693061952,22.2239386728,standard
148,148,9.18725202218,92.8986587591,20.5788347785,standard
149,149,7.22873468621,92.0875167381,19.9544006395,standard
150,150,6.54897228579,93.3923973807,20.0643508367,standard
151,151,6.69845939179,92.1953924033,22.9002361124,standard
152,152,5.71745099202,92.0024609251,23.1948196597,?
153,153,5.48956012442,90.6664623022,20.5767602465,?
154,154,8.43900580499,93.8965086623,23.2425338962,?
155,155,10.6460174793,94.4151416681,23.1823724675,standard
156,156,8.00988555994,94.7097252153,23.4894032069,standard
157,157,11.2627977567,95.213836497,22.8774162601,standard
158,158,10.471935703,95.7822582713,22.3587832543,standard
159,159,13.7804356302,94.7263214715,22.060050643,standard
160,160,9.6544287816,93.4359625531,22.7010810382,standard
161,161,6.70925405726,94.6723836389,20.9169834983,standard
162,162,6.32481126139,96.5747295042,20.9667722668,standard
163,163,6.70923801647,97.6700824124,21.2281633017,standard
164,164,6.72440582419,98.3173364036,24.0038871487,standard
165,165,15.5701445815,98.6368143352,19.1225132982,standard
166,166,6.41276347709,98.7529881284,19.5685376832,standard
167,167,6.62849313958,98.5413858621,19.7241275849,standard
168,168,6.51095005653,97.456405614,18.7719173863,standard
169,169,9.31950786067,95.1702713245,18.738724874,standard
170,170,6.24306285979,94.771961176,18.4316941345,standard
171,171,8.70550658164,95.2366563492,18.4607375829,?
172,172,7.00074404804,98.3463798519,17.0873973835,standard
173,173,5.14027655534,93.4297389571,20.2427605907,standard
174,174,9.3237405626,93.0563231929,18.4254705385,standard
175,175,5.55299750595,94.143377973,17.581136005,standard
176,176,5.39007043163,91.7410698902,18.8901657116,standard
177,177,5.76450874516,91.1539773277,18.7553211301,standard
178,178,7.11556209269,90.1312330403,12.7101348147,standard
179,179,7.55992789202,91.6518650132,12.4881598882,standard
180,180,7.52518101334,92.3655040292,13.6187798408,standard
181,181,6.25963407418,93.2803726514,15.2327657548,standard
182,182,5.20719362468,94.321787727,13.7681461465,standard
183,183,5.33187333218,94.585253294,13.5046805796,standard
184,184,6.78876088896,94.8258990086,13.3926558503,standard
185,185,5.23504352351,96.2656242327,15.5999579229,standard
186,186,9.19612386323,96.2531770406,14.2681083641,standard
187,187,10.5565912018,96.562282312,13.1976498401,standard
188,188,5.88648381617,96.6369654648,13.2038734362,standard
189,189,6.74682319986,97.0705426577,14.5149776748,standard
190,190,6.7916094979,97.4169895055,16.145559845,standard
191,191,5.19971539363,97.902429999,15.1062193014,standard
192,192,6.67309837674,98.8235222172,15.3012253116,standard
193,193,5.7585485287,98.1928644822,16.2057212737,?
194,194,5.65398539729,97.2862939881,14.6435986603,standard
195,195,5.06744965007,98.2281315266,17.7139060545,standard
196,196,7.45864944373,97.3008157123,15.1622316661,?
197,197,5.29890215624,95.9648170893,12.7122093467,standard
198,198,12.0753230166,94.2408809781,12.1603838286,standard
199,199,8.3075732716,91.2805237811,12.1022969319,?
200,200,5.33781137023,90.2799915221,11.4000933171,standard
201,201,5.17649152209,90.4757155965,10.3763058512,standard
202,202,5.99654538107,92.0237150936,11.5397006988,standard
203,203,5.06865384445,91.875895513,10.3489318548,standard
204,204,5.07995869387,91.2257630982,10.3393509561,standard
205,205,5.33442274232,93.8331362566,11.5355945994,standard
206,206,9.1351782218,96.3282760297,10.4597965403,standard
207,207,5.7225337656,98.707076318,10.0464491945,standard
208,208,5.53116334663,97.6449652572,8.49297489798,standard
209,209,9.58083257826,94.379247485,7.76072049392,standard
210,210,6.35052497341,94.8801916194,7.49108662924,standard
211,211,6.05119636396,95.318175562,7.02846608985,standard
212,212,9.8057717462,93.73048377,8.02898565877,standard
213,213,6.33145838658,93.4211576106,7.355585347,standard
214,214,6.52044223388,92.2974550578,8.10426414891,standard
215,215,12.5019597843,91.3968505758,7.70597250109,standard
216,216,6.08853239497,91.5829937514,7.43223253695,standard
217,217,8.32861576559,91.6131051474,7.19544746798,standard
218,218,5.05154909437,91.295566789,6.91760140438,standard
219,219,6.58867304625,90.2394529778,4.92614629514,standard
220,220,5.42931622108,91.1726362738,5.75724221795,standard
221,221,6.70526721786,91.7498225761,6.07528364982,standard
222,222,5.29384319527,90.9959465894,5.47846516038,standard
223,223,6.96926709016,91.8872478862,5.04786585549,standard
224,224,5.64698890381,93.3701324225,6.46923620535,standard
225,225,5.87680808938,93.9721861618,6.69958720128,?
226,226,5.90570052474,93.9080543504,6.07397483734,?
227,227,8.62312258502,93.8046581648,5.04001298063,standard
228,228,15.7285068253,96.9301023595,5.66300771961,standard
229,229,5.17782265414,96.7625743625,5.13293866649,standard
230,230,6.34722922459,97.5046710368,5.98104915149,standard
231,231,5.92603459349,98.9522176362,5.95879933938,standard
232,232,18.0775231247,97.6434051594,6.32003158299,standard
233,233,9.69688405164,98.3658696466,4.81227960966,standard
234,234,6.30827639891,97.2442173539,4.42879755394,standard
235,235,5.32574935798,96.6932073012,4.170961496,standard
236,236,7.63048245501,97.3279813525,3.69455375442,standard
237,237,10.7228211284,94.1973019078,3.95238981236,standard
238,238,5.01127357029,92.2497889423,3.97333081199,standard
239,239,5.21904934239,90.4239955371,5.26905516408,?
240,240,6.96878715779,93.6345125428,0.66727049546,standard
241,241,5.08616798572,93.3570442977,0.5403156852,?
242,242,13.1399884845,95.0414859554,2.50091677553,standard
243,243,12.3125283868,95.5218201344,2.30590371648,standard
244,244,8.78810937132,95.8673466283,2.4459466515,?
245,245,9.83860338571,95.1422645161,1.19995717354,standard
246,246,5.18844167251,94.9695012692,1.00101767706,standard
247,247,12.1867162624,96.4392976807,1.50229285569,standard
248,248,14.6403847618,96.3673129945,1.82295191252,?
249,249,13.1083451513,98.3017378352,1.50883691808,standard
250,250,9.02601129184,97.4052012886,0.65418237069,standard
251,251,17.5351181394,98.0035065935,-1.26349669623,?
252,252,12.6992845271,96.025712938,-0.9635098507,standard
253,253,6.85519782312,95.8895964404,-0.7148354801,standard
254,254,7.66700248178,96.3293574326,-1.30772753212,standard
255,255,7.78107445393,96.4641651177,0.31519993918,standard
256,256,12.0744085144,96.8371766736,0.07568725592,?
257,257,9.31755834563,94.9786629565,-0.34313273667,standard
258,258,8.27360462124,94.7326062109,-0.45961704711,standard
259,259,17.1107704324,94.3800939465,-0.40423054384,?
260,260,16.7559026453,94.0318408623,-0.32575806838,?
261,261,7.96167122617,91.3401642709,-0.14811967762,standard
262,262,6.63330421612,90.3428491635,-0.94256885107,standard
263,263,9.48190233856,90.2355265404,-2.91102281626,standard
264,264,5.63349101076,90.6294790959,-2.73956838179,standard
265,265,6.3113041369,91.159548149,-3.13875618724,standard
266,266,6.02235999037,92.6489767477,-2.70161281997,standard
267,267,12.282314454,93.6371301677,-2.52623194807,standard
268,268,11.7492722264,96.1291091237,-1.66110690087,standard
269,269,19.3087846122,95.3763418943,-2.63972547488,standard
270,270,5.73874757787,96.6709574891,-1.92025177128,standard
271,271,6.56532001685,97.4523185378,-2.09039739327,standard
272,272,5.02467230405,98.4430895827,-2.20819051619,standard
273,273,6.77124244042,98.5333976436,-2.35346870112,standard
274,274,5.46142572699,97.6564932842,-2.82725881774,standard
275,275,15.1938773495,90.4142038047,-3.61093320472,standard
276,276,7.64476368776,91.3963078602,-4.8820846076,standard
277,277,7.07901499617,91.9448408945,-4.57004485754,standard
278,278,5.77587274119,91.9393665129,-4.94887206288,standard
279,279,6.57503574649,92.542643363,-3.56494839945,standard
280,280,7.75171559809,92.5722050236,-4.11676606272,?
281,281,11.7740282779,95.6652306163,-5.09558548923,standard
282,282,11.1266446772,96.0539117085,-3.60874345209,standard
283,283,10.6933501136,96.2225226611,-4.92040527866,standard
284,284,8.85126390972,96.2093841453,-4.63464256019,standard
285,285,5.37593614153,96.6823707139,-4.97514909446,standard
286,286,10.8299507707,97.244042264,-3.99085528637,standard
287,287,12.628385339,96.5991601138,-5.33098389717,standard
288,288,11.2316061975,96.8695945639,-5.25762718399,?
289,289,5.05670375847,97.6808979141,-3.89122154162,standard
290,290,5.72383346256,98.3881880142,-3.24962402044,standard
291,291,5.37688787556,98.2918388984,-3.79706217844,standard
292,292,5.15870601123,98.1232279457,-3.68319504158,?
293,293,16.0372169491,98.3816187563,-4.95982082604,?
294,294,8.1629151626,98.1626434931,-5.73170862883,standard
295,295,9.15313496797,97.6743286562,-6.86709536852,standard
296,296,18.4063071904,96.7666761902,-6.45213724476,standard
297,297,5.41531600441,97.2265242429,-6.11053583416,standard
298,298,5.47833817868,96.4053670059,-5.73499325777,standard
299,299,7.78752843676,96.3035435085,-6.04922276047,standard
300,300,8.79136929946,94.2966352213,-6.6875356527,standard
301,301,5.537044721,96.2433253111,-7.4397156818,standard
302,302,6.50573440093,93.4207341685,-5.82805774463,standard
303,303,16.9925866594,93.6418991843,-7.15395296332,standard
304,304,5.35219931452,91.8649149234,-5.97696092361,?
305,305,18.4881781117,91.5233135128,-6.43023971844,standard
306,306,5.36919321043,90.7174845443,-5.99119431572,standard
307,307,12.8428753582,92.6335180973,-9.10283280581,standard
308,308,10.0275905084,92.5415484867,-8.6298462373,standard
309,309,8.26515034282,92.7999392973,-8.75028263206,?
310,310,5.85772951258,93.1305919447,-8.5411612557,standard
311,311,10.417846944,96.7491581691,-8.16561867931,standard
312,312,8.11103522893,96.8684996876,-7.94445366348,standard
313,313,10.5794001013,97.219954985,-8.33313475566,standard
314,314,5.33807555113,98.5776016169,-7.70029624501,?
315,315,9.24518729114,98.9925597406,-9.65793509803,standard
316,316,9.3678760264,97.3841864324,-10.7922269614,standard
317,317,7.69053616149,96.9922207113,-10.5721568219,standard
318,318,7.83148273269,94.1564910528,-10.3969766113,standard
319,319,9.75966347918,93.1448253368,-10.0269084165,standard
320,320,11.1036044355,92.379506792,-10.6389442772,?
321,321,5.15737050938,93.0473813447,-10.9301813772,standard
322,322,8.2186927494,91.6557935471,-10.7955115904,standard
323,323,5.69136147865,91.6229472576,-10.5787260798,standard
324,324,17.5760309695,90.7196742969,-11.3845550484,standard
325,325,5.62855500176,91.7028732287,-13.0783287092,standard
326,326,5.64061678798,92.0390002577,-11.7590027484,standard
327,327,6.43760897738,92.5864384157,-11.6024354353,standard
328,328,5.35085075118,92.8010341736,-12.0688527459,standard
329,329,6.48577680339,92.4134479578,-12.3754181144,standard
330,330,5.23931395642,93.6955481238,-12.7783325986,standard
331,331,5.4355783918,94.1751039502,-11.7765207695,standard
332,332,5.23542100094,94.0918933502,-11.2728776641,standard
333,333,11.1391419459,95.6050124189,-12.0108243011,?
334,334,5.26736644193,95.8283671874,-12.6984066276,standard
335,335,13.1836531778,97.0787159403,-12.0228679406,standard
336,336,12.4802774503,97.8812602799,-11.78527978,standard
337,337,12.107133841,98.4834422537,-11.9265188248,?
338,338,12.1563876353,98.3969470247,-12.5812548618,standard
339,339,5.20823506492,98.8075256432,-13.2217575066,standard
340,340,14.5092268361,97.5823590456,-13.9170039673,standard
341,341,17.5902143446,95.7331129479,-13.326865633,standard
342,342,15.2380059756,91.3656513233,-14.0790456621,standard
343,343,10.4543549223,91.0459474391,-13.2327062698,?
344,344,5.75481597778,90.3868318968,-14.4064136805,standard
345,345,8.6171305211,90.2850083994,-13.6224822383,standard
346,346,5.14280828059,90.5028887863,-13.3629965514,standard
347,347,9.11789123933,90.269680131,-14.9910776333,standard
348,348,5.82608499208,90.2948622863,-15.2177170307,standard
349,349,17.2440608588,90.6189456758,-15.5363260387,standard
350,350,8.39839482383,91.1138297707,-15.1191781623,standard
351,351,5.52621256681,95.3389574741,-16.7330258521,standard
352,352,19.0505159278,91.2494504313,-18.6801977937,standard
353,353,9.7340121316,93.9232002814,-16.9569880713,standard
354,354,7.22802567018,94.5066156292,-18.3358404421,standard
355,355,14.9129141026,97.9672647168,-19.4414836744,standard
356,356,5.81108047449,98.12521375,-19.8171462399,standard
357,357,5.35599789435,95.1156443338,-20.2084614122,standard
358,358,5.19272476643,95.2422881532,-20.1216605921,standard
359,359,5.61231403605,95.3305119375,-20.0732798072,standard
360,360,17.2459480675,90.6066918235,-22.0524809293,?
361,361,18.5520905826,90.9980306046,-24.1794072045,?
362,362,9.99679900735,91.9137633523,-24.1520134898,standard
363,363,10.9723261828,92.9586378978,-23.7156707489,standard
364,364,17.3688568568,91.9665940877,-24.9581713788,standard
365,365,5.90721632977,94.4555087354,-23.6432730744,standard
366,366,16.4577244755,95.5042966687,-24.9816517057,?
367,367,8.37913228844,94.0465597092,-25.3142896696,standard
368,368,6.18032514121,96.5096952838,-23.6205722969,standard
369,369,16.8906749432,97.8325002615,-23.4431228487,?
370,370,8.73374144966,98.0237769395,-22.6526662157,standard
371,371,13.4836899853,98.0306905543,-23.9662530402,standard
372,372,6.44769943249,98.7082248112,-24.6069146845,standard
373,373,6.23886086678,98.1735719282,-24.8558048197,standard
374,374,7.55208840831,94.6130602722,-25.2590990202,?
375,375,6.25419294096,94.7974233353,-24.6898780629,standard
376,376,14.9003103684,97.9615544057,-26.5519450002,standard
377,377,6.15083682244,97.8509365678,-26.0587738064,standard
378,378,11.7662989854,95.3919942137,-26.9206711264,?
379,379,8.92041844266,93.3063870624,-27.0082435814,standard
380,380,12.6006519518,92.1794678393,-25.6808295271,standard
381,381,18.7187240003,90.3058782105,-26.9690664305,?
382,382,6.40585741931,91.4696700463,-24.5838693016,standard
383,383,9.21949157349,92.0556523283,-28.1264341032,standard
384,384,8.70596990396,92.4256126155,-29.7483400023,standard
385,385,5.33102380488,90.9072955968,-27.6676833471,?
386,386,12.0065592471,93.8566190064,-29.7734973018,standard
387,387,7.95221655717,95.3113028557,-28.0790791864,standard
388,388,6.6297428195,95.2772665093,-29.5944365228,standard
389,389,13.6005726045,96.418224035,-27.5359774848,standard
390,390,6.69103714341,96.5588089442,-28.0657606161,standard
391,391,10.3177272291,97.1152292161,-27.6425260475,standard
392,392,13.4217023852,97.5355041024,-27.8940990428,standard
393,393,8.30631838085,96.5721275145,-28.691733422,standard
394,394,5.22665755686,96.5854460849,-29.844529677,standard
395,395,10.387808387,96.3471916599,-29.566319541,standard
396,396,9.7290736397,95.6117106089,-27.3613562293,?
397,397,7.49442977451,95.4326498299,-27.5330178025,?
398,398,11.8347942561,98.0889646921,-29.7690577784,standard
399,399,7.4298807175,98.2191907132,-29.3798595562,standard
400,400,6.26781660652,98.6572236932,-29.3443433687,standard
401,401,8.41027915461,98.8481232014,-28.9877016518,?
402,402,6.66408839816,97.8655086786,-30.2218891699,standard
403,403,8.15169046769,97.958738671,-32.1723198041,standard
404,404,16.4808830072,96.8473779682,-30.8301038821,standard
405,405,5.74842651492,96.8044625749,-30.2899618628,standard
406,406,5.02585907294,96.9406079606,-30.2440867872,standard
407,407,7.22832929114,96.3827078475,-31.266657021,standard
408,408,5.26426034567,96.9406079606,-31.2858949559,standard
409,409,18.786642596,95.5895129917,-30.560772793,standard
410,410,5.58107035018,95.5998718797,-32.1279245696,?
411,411,5.51554469617,94.2620954812,-30.202651235,standard
412,412,11.0724456131,94.5477048229,-31.9488637906,?
413,413,5.32435789229,94.6912494144,-32.1723198041,?
414,414,9.85520190064,93.3016785756,-30.1123809249,standard
415,415,6.66227995248,92.5972741888,-32.1101664758,standard
416,416,6.2220872905,92.8740044836,-31.167507664,standard
417,417,5.29204024797,92.5750765715,-31.0698381482,standard
418,418,7.75467194811,91.0893160581,-30.4660629595,standard
419,419,5.01937590486,91.9446642421,-29.8933644349,standard
420,420,5.10048453114,90.4840610283,-34.5607834183,standard
421,421,15.9135757932,92.2776285006,-34.3506459751,standard
422,422,9.54098370792,91.8144382211,-33.8844960133,?
423,423,6.78587315617,92.5380805428,-35.5182406416,standard
424,424,18.106672042,93.8021114745,-33.4000626731,?
425,425,7.48785474557,95.1914357227,-33.0750229049,standard
426,426,15.050470324,95.6413074319,-34.2736942354,standard
427,427,6.71700325848,98.5447557659,-34.8227153016,standard
428,428,5.46967367911,99.0197847747,-33.4435033509,standard
429,429,6.39023247102,98.1496381792,-36.049503614,standard
430,430,13.7421493404,97.899545025,-37.2170982804,standard
431,431,17.2981550125,96.1917499678,-35.6779801039,?
432,432,11.8815946864,95.4356095122,-37.2896104967,standard
433,433,12.4363905571,93.8270221835,-37.3206871608,standard
434,434,5.28231532986,93.226206677,-36.3262339088,standard
435,435,9.89559326406,93.4511425316,-36.784984665,?
436,436,6.54737081601,91.5613853846,-36.9610857617,standard
437,437,9.01155803786,90.7223154532,-35.9089187048,standard
438,438,8.68693029771,90.0489877305,-35.8319669651,standard
439,439,5.84998299708,92.0793297867,-39.0121455939,standard
440,440,9.40340673796,95.6472267965,-37.9732971075,?
441,441,14.0492126657,95.8455255104,-38.912996237,?
442,442,7.36496403138,96.5662081499,-38.6791813354,standard
443,443,6.97091842447,96.8636562208,-39.1808474849,standard
444,444,8.67489271428,98.9709500168,-37.6610506251,?
445,445,5.34927006311,90.9571451729,-41.5693523182,standard
446,446,5.84095948914,93.0759066276,-39.5429194612,standard
447,447,5.64162296097,94.0159796216,-42.336758844,standard
448,448,5.45455723337,90.7640944688,-42.6425223816,standard
449,449,5.35950496471,90.5338725111,-41.8175603664,standard
450,450,18.0338499651,92.0962642346,-44.4327379174,?
451,451,8.16440128191,93.3480961297,-43.9902800924,standard
452,452,6.92373950305,97.9777158107,-45.1341954448,standard
453,453,9.30982227554,97.3877720441,-46.8500684735,standard
454,454,9.968737147,96.8218097313,-46.7409528581,standard
455,455,19.7949535053,97.5973943413,-46.2383819045,?
456,456,10.4903818448,95.6754962335,-45.840449263,standard
457,457,14.6152933967,93.8433131533,-47.2961235165,?
458,458,10.3669593004,92.5243331872,-47.5023640203,standard
459,459,9.29058940173,90.048248069,-46.3488560863,standard
460,460,7.08696865951,90.0614378687,-48.1402706948,standard
461,461,14.3260420797,91.5135149041,-48.40046947,standard
462,462,13.3998489967,94.5483678988,-48.3980713246,?
463,463,13.481856249,94.7090436402,-48.9832188005,?
464,464,5.2323107961,95.7738201946,-47.744576705,standard
465,465,5.07916130803,97.0004715631,-49.166676923,standard
466,466,8.02957160221,97.3553970813,-48.4520295959,?
467,467,17.5494889107,91.0748860863,-45.2070446417,standard
468,468,18.6083364868,92.9684405434,-45.0030319753,?
469,469,8.12045056033,90.7572762388,-50.0843797773,standard
470,470,13.9459882017,90.7630851489,-50.7117420611,standard
471,471,15.9904510004,90.5002319698,-51.1096523986,standard
472,472,6.14323649422,91.2408679993,-50.2600993058,standard
473,473,6.02268669797,94.101756192,-49.4483041283,standard
474,474,11.3670134785,95.3724552624,-50.1991057505,standard
475,475,5.45726198749,95.9286583984,-50.2383158932,standard
476,476,9.52393454438,97.2167841988,-50.5490925801,standard
477,477,7.91134491775,96.6083008726,-51.5032060535,?
478,478,7.13135146649,99.0248074475,-51.2882763822,standard
479,479,15.730237937,97.648095769,-52.4384405693,standard
480,480,11.0595907194,94.8307744016,-52.2511032207,standard
481,481,5.82713216406,93.6254255691,-53.6220059891,standard
482,482,6.64730070909,93.7445082248,-53.4070763178,?
483,483,6.83648715365,92.726496741,-52.6577269232,?
484,484,16.9250479276,90.2969201185,-56.3129835633,standard
485,485,9.70333326386,93.0387256555,-56.1372640347,standard
486,486,12.2992665036,92.1920770177,-56.6469958904,?
487,487,10.7422376375,94.0436670917,-57.1015431007,standard
488,488,6.43220746893,96.2931675031,-56.7036327632,standard
489,489,13.5186107809,98.9013681093,-55.1628193762,standard
490,490,6.00020725884,98.1970377674,-57.8160390351,standard
491,491,5.194400172,93.0851969358,-57.635962824,standard
492,492,8.77318596184,90.9097601273,-57.5023578932,standard
493,493,6.72319540546,90.537989885,-57.3397084122,?
494,494,5.82821561552,100.868085087,59.7600857828,standard
495,495,6.31182787342,99.2846299659,58.2789265506,?
