Lon,Lat,Diam_km
-129.6785323,44.95878422,42.89649963
-176.161754,-58.7893264,28.79360008
-173.6878963,-57.59535885,29.56719971
-176.8388893,-56.08107524,26.56240082
-146.4999998,19.50073511,59.86259842
-121.5,29.7001939,25.66620064
-176.3999994,12.70008406,26.6928997
-172.1000003,13.50004825,20.59189987
-174.2,9.600057496,25.66620064
-110.9845211,32.48254742,37.85020065
-109.0725425,30.07944374,41.82099915
-111.2542379,30.7491774,41.82830048
-78.1635625,5.500199515,59.86259842
-71.86526337,4.950874348,23.64870071
-100.8725427,23.37094991,69.88790131
-101.3514128,21.81531675,28.70420074
-159.5764924,-48.62572461,20.5461998
-153.5355563,13.70701346,44.85889816
-154.3509946,14.17862665,25.69630051
-126.1722057,3.406054901,44.8083992
-125.1419233,-1.289155258,20.59199905
-128.4781939,-0.696840193,26.69239998
-128.693336,0.248591123,32.7541008
-129.793336,-7.545518191,35.77420044
-130.193336,-0.151412828,21.63129997
-132.8598901,-0.251414013,32.75370026
-133.3933358,0.433458992,46.82860184
-134.2084763,5.078946673,38.79840088
136.8839555,15.08799968,44.82279968
137.0899075,13.47561978,41.81520081
136.7,17.71991911,28.71220016
-125.5753688,-19.82124281,24.66970062
-173.2563743,-5.399156732,95.90149689
-171.2000002,-4.300202132,67.87799835
-169.5550294,-7.912823716,31.73259926
-170.9845615,-7.441006014,31.73189926
-176.2,-7.80012891,40.80039978
-176.0000002,-3.900049156,35.77600098
-175.6268424,-2.27050797,42.80469894
-153.3114037,26.17487656,36.80559921
-153.1832159,23.71829466,26.72200012
-155.3845608,27.17469633,26.71999931
-154.2409366,29.54511407,22.63199997
-153.4550294,30.13106067,24.70030022
-71.59683771,-49.83058041,22.60750008
-74.25141285,-51.03997855,28.72450066
-129.1999997,-14.40111117,85.90080261
-163.3254971,22.06296263,70.96900177
-148.0872513,27.54536598,36.79589844
-116.2088149,14.72813305,65.91139984
-142.3637433,-52.05962518,50.85969925
-138.3725432,16.34096043,93.92289734
-142.8872517,15.31549389,20.59609985
-141.7181287,18.30221061,66.89309692
-147.1623983,2.690201458,91.91970062
-144.9610532,1.647691512,39.79320145
118.351867,-56.85996694,27.80559921
-140.3362712,-32.40110219,54.85179901
-141.281696,34.94878576,23.67149925
-143.4228071,39.27523591,39.85369873
-89.6908477,-17.37001201,40.80369949
-156.3114039,-3.646331203,21.63439941
-153.340936,-0.764505086,67.88369751
-151.7959652,-0.475852362,25.66699982
-153.3973101,-3.406775236,36.77999878
-152.7691226,-4.247701505,30.72500038
-157.8268424,-4.118146059,21.63529968
-159.4228075,0.571817119,27.7159996
-129.4031633,30.86520755,114.8850021
-124.7179674,32.35187976,20.63190079
-131.3331085,29.2368224,100.9950027
-72.7271253,16.57501722,50.83909988
-127.993673,53.33036949,61.05599976
-126.1753686,54.73042346,60.06529999
-127.4299455,50.12803236,29.81189919
-132.5936734,52.54304602,25.74189949
-132.929945,53.92856363,37.90719986
-175.6550289,3.857856126,58.85900116
-173.6000007,6.100026833,22.61459923
-171.6114037,2.615494809,45.82139969
-174.4100588,3.115469144,31.73819923
-175.0254973,-0.540949328,57.85150146
-176.2395911,0.985910455,21.63139915
-177.3,0.800012857,40.80039978
-177.1000003,3.600369455,99.91369629
-166.1382458,35.27682565,48.93030167
-154.5704679,42.04942735,58.01369858
-151.6818716,40.40371528,45.8871994
-151.6986544,38.86121046,41.86619949
-153.6550296,40.53272985,32.81969833
-134.6993247,8.112408325,33.75870132
138.0000007,38.00029199,26.6928997
-107.8028257,41.38375704,57.99449921
131.8000002,-15.30024333,39.78919983
132.1999993,-16.20007317,22.61459923
132.3529759,-9.532379325,54.8492012
131.1652859,-9.860557608,34.75370026
-128.7936733,-35.87004172,90.81009674
-179.0422813,29.79279618,23.71019936
-139.8905103,-44.87821255,65.82659912
-139.5785324,-42.58112848,64.93509674
-164.0805267,10.44915908,37.81100082
-163.7214625,9.992771047,36.79930115
-163.9764919,6.261804792,28.71529961
-165.7187727,5.704190712,50.8492012
-145.7268411,-59.5415685,26.63730049
-148.5550294,-61.49966014,31.68670082
-156.7791817,-61.840746,33.6155014
-116.3331081,29.2069915,55.82020187
-119.2542388,33.20363198,35.81639862
-109.1179668,1.588065036,48.83459854
-105.6722055,69.44344785,24.82839966
13,-7.00006728,31.73690033
-110.6425982,-52.54000866,28.72559929
-107.4788709,-55.35494098,22.62759972
-112.4242941,-57.46636191,53.94660187
-115.105989,-56.02494643,28.73390007
-121.5725431,-57.09517704,36.82249832
-145.0073693,-15.984697,29.72050095
-145.4805267,-18.6269474,24.66990089
-145.7523395,-22.65650515,24.67399979
-149.6369014,-18.412906,29.71710014
-138.6845217,-36.51851522,23.67740059
-103.3876846,-12.94600181,65.86389923
-121.2845211,-8.291178635,62.86240005
-124.1905106,-7.8060272,23.64660072
-149.2718128,18.21045024,180.0879974
-143.9590639,14.97070457,39.78279877
-168.6859063,-40.81349917,82.70469666
-171.0691234,-40.31157371,20.55990028
-167.5214625,22.29007202,24.70669937
-166.7650882,24.52370051,27.79179955
-166.006024,23.68003588,25.72809982
145.0999998,-9.504258738,72.89550018
147.5802218,-10.80765064,40.81349945
145.3,-11.70016529,37.78279877
-139.1000003,-28.501329,64.87190247
-142.0228077,-30.17080923,32.74219894
-143.236901,-28.13992123,33.70890045
-139.6510752,-22.85510547,46.83580017
-170.8,-15.70041702,50.83570099
-174.6973101,-13.8297175,36.77550125
-92.74858715,47.01307428,78.96160126
-91.7788695,48.22980452,60.02299881
-166.0932751,16.70941788,86.03659821
-168.769123,13.28734877,27.72240067
-127.623956,22.53995647,46.83819962
-128.0602277,24.0941145,21.64030075
-148.9718127,-10.47894176,59.91429901
-148.0422809,-9.378653995,34.78900146
-147.2000002,-9.81976195,52.87039948
-145.0281875,-10.80681966,29.75180054
-150.9422811,-10.14909438,29.74819946
-149.1295324,-8.834944982,20.6053009
-95.24542409,15.68505814,35.77750015
-107.2637284,-51.51159377,57.90990067
-116.7000002,-46.7026781,65.86990356
-117.4810202,74.87397099,57.47660065
67.8,40.50034928,27.71590042
-121.6084773,6.625757656,123
-119.4207921,5.518341688,26.69709969
-117.4510754,4.388075761,34.76720047
-122.0267817,7.257780823,24.68580055
-161.7087141,24.66320065,72.98480225
-163.3677781,25.83373414,25.70630074
-162.8409354,26.79020113,30.75989914
-154.7563743,17.84658323,91.94760132
-154.1281871,20.61723782,45.84749985
-153.0590641,15.94262145,45.81499863
-164.8449706,-18.70454563,50.88050079
-167.6013444,-19.67485906,41.82500076
-158.5946203,45.99171558,27.81920052
-177.612749,37.2885286,53.88619995
-174.9577198,37.31565457,23.66290092
-175.2973101,21.8759065,76.94960022
-176.1,20.20011564,24.67910004
-90.09999969,20.90181306,89.90630341
-140.9542387,-23.3610564,44.80080032
-114.1056507,72.21577652,44.16249847
-170.7241527,-44.6587882,64.8404007
3.799999986,-34.80192119,68.87609863
1.999999587,-35.8001456,20.59189987
3.500000401,-33.50033658,30.71759987
-112.8419229,68.98319408,28.91550064
-117.3905111,68.73467966,29.83849907
-153.0838609,-71.26412691,25.96010017
-161.4375448,-67.77856166,44.12210083
-113.8633908,18.34022325,63.87870026
-75.90000012,7.400413857,73.88359833
-78.28898819,6.800033697,23.64949989
-81.31441296,8.038220169,32.75230026
-79.8271255,9.012749014,21.63089943
-76.70000034,6.800023884,20.59189987
-160.6825724,-34.98233401,34.70259857
-163.3818719,-36.75412014,32.70000076
-168.1536845,-34.44148031,37.75120163
-172.9959652,-32.09899747,31.71980095
-92.82429286,61.51924843,30.80789948
-149.7100595,50.30437881,23.72360039
-152.2563743,53.2763087,25.76429939
-150.9637432,53.00293849,45.87229919
-108.893673,25.87217998,92.91819763
-110.078532,27.74015514,48.84550095
-171.1999997,37.30067759,39.78919983
-167.7013449,37.47341955,25.68799973
-169.9999996,33.60033754,30.71759987
-171.7000008,33.8001684,22.61459923
-173.2000001,34.20070501,42.80569839
-135.7028257,-14.28497054,28.70669937
-135.7665535,-15.98496619,26.69389915
-140.2570642,-16.50622391,37.77259827
-142.6342112,-14.64127383,47.80889893
-143.5778369,-13.41150662,28.69319916
133.5283551,-16.74865409,54.84479904
132.7000001,-17.80020012,33.74639893
11.27537942,-64.60379245,55.84909821
-127.8908474,42.14057603,86.14920044
-125.3088144,42.57370439,39.86209869
-124.9331083,41.72321629,58.02389908
-127.3211302,38.76151659,36.88399887
-129.0845211,41.94187694,63.14910126
-130.2302825,41.96147373,33.86380005
-115.3148037,36.94434136,62.97639847
-115.2148039,34.27303898,21.66060066
-105.7485885,-60.09445046,22.65099907
-23.6,69.01381263,94.91020203
139.888798,-20.31694978,64.86859894
-154.9295323,-24.67729442,72.98069763
-152.9731578,-23.30557228,28.74869919
-154.561754,-26.32129289,40.88560104
-155.9617534,-27.27770958,41.87580109
-157.3335671,-25.73233422,21.65579987
-96.87570728,56.31274417,23.73929977
-104.0450848,55.68328665,38.95360184
-133.3848587,17.63377822,128.095993
-136.4876846,23.11840376,21.64599991
108.4641775,-56.72481176,52.2466011
110.3716449,-58.95297835,34.78639984
-39.19253271,-27.83223769,23.64599991
-135.1725427,42.79879961,54.98680115
-137.9936734,42.52856475,45.92029953
23.47164505,-34.78287655,80.85649872
-178.3999994,-10.50006955,26.6928997
-158.6509946,12.77868563,33.7820015
-114.7845207,39.05689067,69.90239716
-112.8088147,40.54372635,47.91669846
-87.87886966,54.0865116,45.82820129
-139.9482495,-48.87115394,46.84209824
-133.9482495,-49.04898098,25.70540047
-142.2214625,-49.94265398,24.66830063
-140.1542391,-47.476224,29.70540047
-105.2000006,21.80181362,87.90200043
-155.8241521,52.73538637,49.03889847
-157.2268422,50.99167983,24.78879929
-162.6959652,51.50784763,58.10499954
-169.3731586,53.51716814,23.70089912
-169.7999997,-28.80118044,60.86019897
-169.1577197,-25.18613033,29.72850037
-171.7832166,-30.88347704,28.67840004
-172.1000002,-28.60374084,107.9189987
86.74813304,-2.516079197,37.78269959
-75.47627562,26.5412465,102.8990021
-103.6665534,46.80667842,75.02449799
-139.2028254,32.38913274,54.91640091
-143.6805269,32.43288793,42.86959839
-140.6390973,33.38256535,37.85250092
-139.6542388,33.57902329,21.64649963
-121.0545762,49.04581217,69.05539703
-120.9936734,51.37343423,28.77729988
-138.5999995,47.40600736,96.91110229
-135.2331085,51.00948813,66.15200043
-138.6362718,45.01945371,44.88230133
-98.03943486,44.77002954,24.68549919
-149.6046788,-31.34012745,39.73899841
-143.0369012,-7.057995753,61.86790085
-144.1523402,-9.771856362,22.6154995
128.8716452,46.5239777,28.75250053
-40.19999883,45.70086648,38.79460144
172.5000004,32.60324337,92.90630341
173.4999998,34.50045897,34.76210022
175.4037339,33.00051835,37.78279877
175.4679113,31.44862026,37.77320099
128.6,-12.10031806,50.83570099
-114.7542385,20.83960238,28.71150017
135.2593351,22.06504486,60.84640121
138.1630693,22.10040059,41.79539871
138.063069,20.50080274,60.86019897
136.8630693,20.90037675,41.79539871
135.163069,19.00017485,30.71759987
133.8443997,20.97312673,41.75749969
15.00746907,-72.59217049,70.70659637
5.900000422,-72.60436062,48.83200073
8.391422496,-71.60502557,53.84579849
-151.0033341,-31.82588121,33.70539856
-96.89084754,60.26163928,82.95469666
-90.82429389,60.04059624,34.79399872
-92.91197796,59.28961632,40.92810059
-168.8577194,-22.33130703,42.83179855
-169.3000002,-21.10025765,34.76210022
-162.3127469,61.99155186,38.99380112
-170.3563743,66.42210298,32.04600143
-147.9946198,64.9513884,44.1896019
-108.1088147,44.38835724,25.71290016
-178.8563737,8.759122522,26.69799995
-105.0514131,-36.73081373,35.76910019
-120.1028263,-41.90624166,23.62999916
-155.4677773,44.77683705,41.91360092
-156.4946206,-55.52714509,44.68320084
-132.3999997,-21.70085448,60.86019897
-131.8211303,-17.9367479,50.81620026
-134.7211297,-17.37002589,41.7989006
-83.30000037,25.20009473,20.59189987
-136.2633911,31.97427973,61.94210052
-135.1542385,32.81313248,46.90420151
-137.5693798,29.78221521,24.71859932
-137.542261,31.05486337,29.73390007
134.7369319,-9.548468508,58.85340118
135.8246207,-10.08032566,32.74980164
-134.5454239,40.17052636,31.86219978
-136.9785317,40.09760672,30.78650093
-133.023956,-52.85880256,37.88899994
-129.7302831,-50.30939622,20.61170006
-131.2908476,-51.9402341,33.76919937
-148.0000003,-7.519501433,20.6012001
-150.1550294,-2.605408423,31.74230003
-13.1000002,26.70029588,32.75389862
-147.6060237,9.064737638,54.89390183
-152.8201178,3.132263594,35.78079987
-154.106024,7.435016774,36.79000092
-159.1986544,30.97644725,41.86700058
-155.0704679,30.87342136,28.72480011
-159.8691231,32.73424313,42.89440155
146.4481331,52.50529884,45.87009811
140.0962658,52.12063919,34.79339981
-132.6327706,61.88225919,92.25050354
-126.6996624,61.22918656,40.97850037
-132.8299449,57.62936431,45.99290085
-83.12112968,15.68496362,26.69389915
-138.944749,-0.694090136,97.91410065
-137.6450862,-0.0697281,101.9140015
-140.7507383,-3.657416849,22.6114006
130.5000001,23.2020802,90.90529633
131.7000002,-13.60021518,39.78919983
132.4,-14.40014069,31.73690033
131.734714,56.60983086,51.97529984
128.8459162,55.99218258,30.8010006
-132.9271191,-24.77054902,55.85589981
-128.8908477,-24.50024972,31.73690033
-128.0299451,-27.19118941,34.7480011
177.9,-47.70048212,28.70569992
170.8,-46.00899707,27.66390038
-141.9649119,42.26545732,83.1210022
-139.7390962,40.45248031,38.89590073
-161.9040348,-25.80295711,31.76350021
-164.0181281,-24.45956355,43.83969879
-138.8454238,-9.84569072,51.83890152
-141.126782,-10.18173114,20.58609962
87.29999984,-4.000046677,34.76210022
-123.8845203,50.11350738,41.92179871
-113.9207935,45.18942549,87.91359711
-112.2785321,43.16424481,31.7723999
-116.342261,47.12329117,54.03900146
3.300000407,-28.00151395,69.87989807
-120.4271195,16.32114351,108.2580032
-159.0751459,-44.79814398,38.72859955
-163.630177,-42.39622056,23.59410095
-155.0026901,-21.06432115,72.99349976
-153.0281874,-18.50692743,32.80179977
-158.1295321,-20.09184082,50.90280151
-154.9040352,-20.67468437,29.74900055
-105.9331083,35.40486009,63.94580078
-106.1816956,32.01401249,67.98519897
-107.854239,36.98817492,20.62080002
-123.8422608,43.48267342,34.85419846
-84.7999989,60.1017145,41.79539871
-138.2968367,-71.36474448,25.75720024
-137.6605658,-72.46879359,33.05979919
71.00000005,44.00072671,36.76990128
-167.2959654,7.603214572,80.91449738
-168.8000007,6.200027277,22.61459923
-172.3000007,7.900034858,22.61459923
-173.2,8.500065563,28.70569992
-170.4832162,9.729619725,30.72089958
-171.2268426,10.44371398,29.72949982
-167.1946202,9.802800493,33.75650024
-105.4267821,59.50735283,65.06210327
-102.4485872,62.4713615,63.22380066
-105.5813592,61.85821466,22.70459938
-161.3994605,77.60395307,20.95952315
-175.2213296,78.40673547,23.39220987
-172.9597171,75.82076964,21.71332588
-169.1557459,74.92673778,63.16051652
-174.6737417,73.59743416,31.52120419
-173.7674236,70.64570958,84.40450895
-166.7049008,70.07020794,24.16048713
-175.8268084,68.27978894,57.54672568
-173.9841722,67.68448137,44.66163643
-161.0714207,64.57898343,139.2382825
-168.3174875,67.03325384,34.23210392
-175.9915551,62.8169421,100.5138162
-178.5037489,59.03619363,25.25048718
-178.0862867,60.30937485,32.93851362
-173.0034547,57.89545516,21.88573305
-171.1101913,55.40499442,56.16650968
-176.5870623,54.55044885,77.65144314
-162.6674922,56.89512682,160.1275764
-163.102047,58.42118185,42.97654748
-164.0509699,55.05868666,27.34154431
-171.9435143,56.51388739,53.51673565
-172.8797067,54.50372635,24.89070896
-167.8809416,51.68294611,37.68611053
-172.816796,51.60111221,74.72910372
-170.9338106,50.12233087,38.60707364
-166.6399325,48.72676934,38.12624442
-164.594436,48.91096311,35.29397499
-161.7133566,50.22200489,39.40279134
-176.2171619,49.245786,123.5968117
-175.8033607,46.94303893,68.21981513
-173.4512729,45.1402014,56.61483669
-172.5015709,47.15083791,28.41639209
-172.4829204,48.15493827,28.5074312
-170.3368248,46.36213285,26.75108566
-163.6795626,41.32998034,56.83752568
-161.5706436,42.94454401,32.64720269
-161.3677498,45.72656515,37.79618979
-166.2591094,40.72374411,33.43748299
-172.3237379,40.86254101,29.54257719
-177.2758619,44.80379911,54.21739276
-169.34167,45.19663452,35.58526559
-165.0126846,50.01152737,56.150445
-162.5871954,48.30588167,34.53453724
-179.1870919,47.40690764,27.86985129
-159.9951428,46.97050166,84.02103401
-159.9025216,46.24046147,35.58981329
-159.863371,44.9026748,47.70735026
-158.7859383,50.17494646,61.19917438
-164.1526853,47.36286101,27.86832787
-168.4675184,32.41024026,94.11360802
-165.3337675,38.42953897,67.16088104
-163.9287436,36.90273523,40.46818661
-162.7812213,39.11923531,26.40451906
-162.6309507,40.13244321,25.16042029
-168.7606348,38.47653763,46.16433598
-168.8239096,37.01266763,51.62632373
-174.0937332,39.96125889,39.52135261
-178.2535102,39.96428177,31.92404887
-177.50208,30.06363216,68.60945751
-174.7270135,31.34902248,43.64185254
-162.6663326,34.57007044,39.84144561
-163.8519218,36.61290852,160.9325563
-160.4046433,39.578762,37.85560086
-161.3563857,40.50649423,24.08094934
-167.6339213,40.09004499,27.48097549
-169.1448255,41.08013552,25.55258338
-170.6206969,40.15312975,24.61849363
-176.3914316,38.19787731,30.18788517
-172.8042201,35.58725523,26.15658894
-177.3043777,35.70978627,38.76010968
-177.7345144,33.21417276,30.91988006
-172.9624621,38.94788595,21.68740217
-173.3505492,37.71401301,20.20902087
-175.192849,35.3236026,22.55909599
-162.1229603,33.4773441,28.87537029
-172.206884,26.85204709,100.2177209
-161.4749293,27.48086871,65.59236438
-162.6931539,16.84549616,27.45290464
-169.9240071,19.63169509,25.89806585
-164.9610278,7.869300669,66.52365832
-162.14733,11.67139092,30.26861252
-165.7957952,11.52400445,36.93706621
-167.3699434,7.270233428,21.3495224
-169.15284,9.027744109,51.19714573
-171.1787392,8.451037778,48.21740721
-160.5729154,-0.197354517,31.7851229
-177.49669,-6.567365898,36.56454797
-172.3271692,-2.341605981,28.39524106
-171.1222799,-8.341646321,42.90241058
-170.5982776,12.94337589,176.9855703
-163.807025,14.70143986,36.83838336
-176.1879552,7.193900925,163.8939353
-171.9517022,42.22507288,25.57996016
-173.7433678,42.31761874,28.56419853
-173.9960582,43.02976592,29.82027106
-165.5926887,44.07817616,30.16756302
-163.0058144,43.97666698,21.47931157
-170.7302842,48.93901809,53.3226032
-169.5207372,51.2303383,44.08040667
-174.6822172,75.09395875,25.00790476
-168.5521666,-9.17167928,66.3910686
-163.3061679,-9.582381632,40.27660466
-166.7231066,-7.099902287,23.41541681
-177.785854,-12.33602504,25.36314739
-169.3820446,-14.60991475,83.46775898
-173.0135934,-15.12106769,38.98046483
-172.1541036,-14.04452229,27.6179353
-176.8594743,-14.42950501,62.22365775
-178.6329944,-16.50840118,57.45005282
-177.5981878,-16.5755194,27.51728673
-176.8084213,-19.65662651,59.3509088
-168.7586967,-17.89675391,36.05274319
-174.2926332,-15.70246093,45.14023393
-166.3429111,-18.71232366,52.03155518
-173.6198007,-17.82473059,39.3246368
-172.1641579,-18.25089646,41.79380931
-171.4760394,-17.74798557,32.2973051
-176.6792569,-17.10230084,32.63464777
-172.9290751,-21.17818638,72.71187171
-173.904765,-18.82416997,26.02116855
-175.3220739,-22.81764288,112.1495052
-175.1636453,-25.81564965,71.18250733
-176.6733733,-28.47828644,123.2829219
-170.0156785,-23.06021422,83.20520893
-173.1317573,-23.95551435,36.87298296
-167.8964746,-25.14266946,23.38298688
-166.4165089,-24.64908442,33.09405908
